lemma,en_US,en_GB,en_AU,en_CA,notes
symptomatizes,symptomatizes,symptomatizes,,,
symptomize,symptomize,symptomize,,,
symptomizes,symptomizes,symptomizes,,,
synalepha,synalepha,synaloepha,,,
synalephas,synalephas,synaloephas,,,
synalephe,synalephe,synaloephe,,,
sync,sync,sync,,,
synced,synced,synced,,,
syncing,syncing,syncing,,,
syncs,syncs,syncs,,,
sync's,sync's,sync's,,,
synchronizable,synchronizable,synchronizable,,,
synchronizables,synchronizables,synchronizables,,,
synchronizable's,synchronizable's,synchronizable's,,,
synchronization,synchronization,synchronization,,,
synchronizations,synchronizations,synchronizations,,,
synchronization's,synchronization's,synchronization's,,,
synchronize,synchronize,synchronize,,,
synchronized,synchronized,synchronized,,,
synchronizing,synchronizing,synchronizing,,,
synchronizes,synchronizes,synchronizes,,,
synchronizer,synchronizer,synchronizer,,,
synchronizers,synchronizers,synchronizers,,,
synchronizer's,synchronizer's,synchronizer's,,,
synchronizing's,synchronizing's,synchronizing's,,,
syncretize,syncretize,syncretize,,,
syncretized,syncretized,syncretized,,,
syncretizing,syncretizing,syncretizing,,,
syncretizes,syncretizes,syncretizes,,,
syndicalize,syndicalize,syndicalize,,,
syndicalizes,syndicalizes,syndicalizes,,,
synecious,synecious,synoecious,,,
synecology,synecology,synoecology,,,
synecologies,synecologies,synoecologies,,,
syneresis,syneresis,synaeresis,,,
synereses,synereses,synaereses,,,
syneresis's,syneresis's,synaeresis's,,,
synergize,synergize,synergize,,,
synergized,synergized,synergized,,,
synergizing,synergizing,synergizing,,,
synergizes,synergizes,synergizes,,,
synesthesia,synesthesia,synaesthesia,,,
synesthesias,synesthesias,synaesthesias,,,
synesthesia's,synesthesia's,synaesthesia's,,,
synesthetic,synesthetic,synaesthetic,,,
synestheticer,synestheticer,synaestheticer,,,
synestheticest,synestheticest,synaestheticest,,,
synetic,synetic,synoetic,,,
synoecize,synoecize,synoecize,,,
synoecized,synoecized,synoecized,,,
synoecizing,synoecizing,synoecizing,,,
synoecizes,synoecizes,synoecizes,,,
synonymize,synonymize,synonymize,,,
synonymized,synonymized,synonymized,,,
synonymizing,synonymizing,synonymizing,,,
synonymizes,synonymizes,synonymizes,,,
synopsize,synopsize,synopsize,,,
synopsized,synopsized,synopsized,,,
synopsizing,synopsizing,synopsizing,,,
synopsizes,synopsizes,synopsizes,,,
synthesization,synthesization,synthesization,,,
synthesizations,synthesizations,synthesizations,,,
synthesization's,synthesization's,synthesization's,,,
synthesize,synthesize,synthesize,,,
synthesized,synthesized,synthesized,,,
synthesizing,synthesizing,synthesizing,,,
synthesizes,synthesizes,synthesizes,,,
synthesizer,synthesizer,synthesizer,,,
synthesizers,synthesizers,synthesizers,,,
synthesizer's,synthesizer's,synthesizer's,,,
synthetization,synthetization,synthetization,,,
synthetize,synthetize,synthetize,,,
synthetized,synthetized,synthetized,,,
synthetizing,synthetizing,synthetizing,,,
synthetizes,synthetizes,synthetizes,,,
synthetizer,synthetizer,synthetizer,,,
synthetizers,synthetizers,synthetizers,,,
synthetizer's,synthetizer's,synthetizer's,,,
syntonization,syntonization,syntonization,,,
syntonization's,syntonization's,syntonization's,,,
syntonize,syntonize,syntonize,,,
syntonized,syntonized,syntonized,,,
syntonizing,syntonizing,syntonizing,,,
syntonizes,syntonizes,syntonizes,,,
syphilization,syphilization,syphilization,,,
syphilizations,syphilizations,syphilizations,,,
syphilization's,syphilization's,syphilization's,,,
syphilize,syphilize,syphilize,,,
syphilized,syphilized,syphilized,,,
syphilizing,syphilizing,syphilizing,,,
syringocele,syringocele,syringocoele,,,
syrup,syrup,syrup,,,
syrups,syrups,syrups,,,
syrup's,syrup's,syrup's,,,
systematization,systematization,systematization,,,
systematizations,systematizations,systematizations,,,
systematization's,systematization's,systematization's,,,
systematize,systematize,systematize,,,
systematized,systematized,systematized,,,
systematizing,systematizing,systematizing,,,
systematizes,systematizes,systematizes,,,
systematizer,systematizer,systematizer,,,
systematizers,systematizers,systematizers,,,
systematizer's,systematizer's,systematizer's,,,
systemizable,systemizable,systemizable,,,
systemizabler,systemizabler,systemizabler,,,
systemizables,systemizables,systemizables,,,
systemizablest,systemizablest,systemizablest,,,
systemizable's,systemizable's,systemizable's,,,
systemization,systemization,systemization,,,
systemizations,systemizations,systemizations,,,
systemization's,systemization's,systemization's,,,
systemize,systemize,systemize,,,
systemized,systemized,systemized,,,
systemizing,systemizing,systemizing,,,
systemizes,systemizes,systemizes,,,
systemizer,systemizer,systemizer,,,
systemizers,systemizers,systemizers,,,
systemizer's,systemizer's,systemizer's,,,
tabored,tabored,taboured,,,
taboring,taboring,tabouring,,,
taborer,taborer,tabourer,,,
taborers,taborers,tabourers,,,
taborer's,taborer's,tabourer's,,,
taboret,taboret,tabouret,,,
taborets,taborets,tabourets,,,
taboret's,taboret's,tabouret's,,,
taborin,taborin,tabourin,,,
taborins,taborins,tabourins,,,
taborine,taborine,tabourine,,,
tabularization,tabularization,tabularization,,,
tabularizations,tabularizations,tabularizations,,,
tabularization's,tabularization's,tabularization's,,,
tabularize,tabularize,tabularize,,,
tabularized,tabularized,tabularized,,,
tabularizing,tabularizing,tabularizing,,,
tabularizes,tabularizes,tabularizes,,,
tabule,tabule,tabulae,,,
tachypnea,tachypnea,tachypnoea,,,
tachypneas,tachypneas,tachypnoeas,,,
tachypneic,tachypneic,tachypnoeic,,,
taffetized,taffetized,taffetized,,,
tailorization,tailorization,tailorization,,,
tailorizations,tailorizations,tailorizations,,,
tailorization's,tailorization's,tailorization's,,,
tailorize,tailorize,tailorize,,,
tailorizes,tailorizes,tailorizes,,,
tambor,tambor,tambour,,,
tambura,tambura,tamboura,,,
tamburas,tamburas,tambouras,,,
tambura's,tambura's,tamboura's,,,
tanalized,tanalized,tanalized,,,
tandemize,tandemize,tandemize,,,
tandemizes,tandemizes,tandemizes,,,
tantalization,tantalization,tantalization,,,
tantalizations,tantalizations,tantalizations,,,
tantalization's,tantalization's,tantalization's,,,
tantalize,tantalize,tantalize,,,
tantalized,tantalized,tantalized,,,
tantalizing,tantalizing,tantalizing,,,
tantalizes,tantalizes,tantalizes,,,
tantalizings,tantalizings,tantalizings,,,
tantalizer,tantalizer,tantalizer,,,
tantalizers,tantalizers,tantalizers,,,
tantalizer's,tantalizer's,tantalizer's,,,
tantalizingly,tantalizingly,tantalizingly,,,
tantalizinglier,tantalizinglier,tantalizinglier,,,
tantalizinglies,tantalizinglies,tantalizinglies,,,
tantalizingliest,tantalizingliest,tantalizingliest,,,
tantalizingness,tantalizingness,tantalizingness,,,
tantalizingnesses,tantalizingnesses,tantalizingnesses,,,
tariffize,tariffize,tariffize,,,
tariffizes,tariffizes,tariffizes,,,
tartarization,tartarization,tartarization,,,
tartarizations,tartarizations,tartarizations,,,
tartarization's,tartarization's,tartarization's,,,
tartarize,tartarize,tartarize,,,
tartarized,tartarized,tartarized,,,
tartarizing,tartarizing,tartarizing,,,
tartarizes,tartarizes,tartarizes,,,
tasseled,tasseled,tasselled,,,
tasseling,tasseling,tasselling,,,
tassels,tassels,tassels,,,
tautologize,tautologize,tautologize,,,
tautologized,tautologized,tautologized,,,
tautologizing,tautologizing,tautologizing,,,
tautologizes,tautologizes,tautologizes,,,
tavernize,tavernize,tavernize,,,
tavernizes,tavernizes,tavernizes,,,
taxidermize,taxidermize,taxidermize,,,
taxidermized,taxidermized,taxidermized,,,
taxidermizing,taxidermizing,taxidermizing,,,
taxidermizes,taxidermizes,taxidermizes,,,
te,te,tae,,,
tes,tes,taes,,,
teasel,teasel,teasel,,,
teaseling,teaseling,teaseling,,,
teaselings,teaselings,teaselings,,,
teaseling's,teaseling's,teaseling's,,,
teasels,teasels,teasels,,,
teasel's,teasel's,teasel's,,,
teasel,teasel,teasel,,,
teaseled,teaseled,teaseled,,,
teaseling,teaseling,teaseling,,,
teasels,teasels,teasels,,,
teaseler,teaseler,teaseler,,,
teaselers,teaselers,teaselers,,,
teaseler's,teaseler's,teaseler's,,,
technicalization,technicalization,technicalization,,,
technicalize,technicalize,technicalize,,,
technicalizes,technicalizes,technicalizes,,,
technicize,technicize,technicize,,,
technicized,technicized,technicized,,,
technicizing,technicizing,technicizing,,,
technicizes,technicizes,technicizes,,,
technicolor,technicolor,technicolor,,,
technicolored,technicolored,technicolored,,,
technologize,technologize,technologize,,,
ted,ted,taed,,,
teer,teer,teaer,,,
teers,teers,teres,,,
teetotaled,teetotaled,teetotalled,,,
teetotaling,teetotaling,teetotalling,,,
teetotaler,teetotaler,teetotaller,,,
teetotalers,teetotalers,teetotallers,,,
teetotaler's,teetotaler's,teetotaller's,,,
tegu,tegu,taegu,,,
tele,tele,telae,,,
telepathize,telepathize,telepathize,,,
telepathized,telepathized,telepathized,,,
telepathizing,telepathizing,telepathizing,,,
telepathizes,telepathizes,telepathizes,,,
telesthesia,telesthesia,telaesthesia,,,
telesthesias,telesthesias,telaesthesias,,,
telesthesia's,telesthesia's,telaesthesia's,,,
telesthetic,telesthetic,telaesthetic,,,
telestheticer,telestheticer,telaestheticer,,,
telestheticest,telestheticest,telaestheticest,,,
tellurize,tellurize,tellurize,,,
tellurized,tellurized,tellurized,,,
tellurizing,tellurizing,tellurizing,,,
tellurizes,tellurizes,tellurizes,,,
tels,tels,taels,,,
tempi,tempi,tempi,,,
templize,templize,templize,,,
templizes,templizes,templizes,,,
temporalize,temporalize,temporalize,,,
temporalized,temporalized,temporalized,,,
temporalizing,temporalizing,temporalizing,,,
temporalizes,temporalizes,temporalizes,,,
temporization,temporization,temporization,,,
temporizations,temporizations,temporizations,,,
temporization's,temporization's,temporization's,,,
temporize,temporize,temporize,,,
temporized,temporized,temporized,,,
temporizing,temporizing,temporizing,,,
temporizes,temporizes,temporizes,,,
temporizings,temporizings,temporizings,,,
temporizing's,temporizing's,temporizing's,,,
temporizer,temporizer,temporizer,,,
temporizers,temporizers,temporizers,,,
temporizer's,temporizer's,temporizer's,,,
temporizingly,temporizingly,temporizingly,,,
temporizinglier,temporizinglier,temporizinglier,,,
temporizingliest,temporizingliest,temporizingliest,,,
tenderization,tenderization,tenderization,,,
tenderizations,tenderizations,tenderizations,,,
tenderization's,tenderization's,tenderization's,,,
tenderize,tenderize,tenderize,,,
tenderized,tenderized,tenderized,,,
tenderizing,tenderizing,tenderizing,,,
tenderizes,tenderizes,tenderizes,,,
tenderizer,tenderizer,tenderizer,,,
tenderizers,tenderizers,tenderizers,,,
tenderizer's,tenderizer's,tenderizer's,,,
tendriled,tendriled,tendrilled,,,
tenementization,tenementization,tenementization,,,
tenementizations,tenementizations,tenementizations,,,
tenementization's,tenementization's,tenementization's,,,
tenementize,tenementize,tenementize,,,
tenementizes,tenementizes,tenementizes,,,
tenia,tenia,taenia,,,
tenias,tenias,taenias,,,
tenia's,tenia's,taenia's,,,
teniasis,teniasis,taeniasis,,,
teniases,teniases,taeniases,,,
teniasis's,teniasis's,taeniasis's,,,
teniacidal,teniacidal,taeniacidal,,,
teniacide,teniacide,taeniacide,,,
teniacides,teniacides,taeniacides,,,
teniacide's,teniacide's,taeniacide's,,,
teniae,teniae,taeniae,,,
teniafuge,teniafuge,taeniafuge,,,
teniafuges,teniafuges,taeniafuges,,,
teniafuge's,teniafuge's,taeniafuge's,,,
tenioid,tenioid,taenioid,,,
tenthmeter,tenthmeter,tenthmetre,,,
terf,terf,tref,,,
terma,terma,trema,,,
termatic,termatic,trematic,,,
terminalization,terminalization,terminalization,,,
terminalizations,terminalizations,terminalizations,,,
terminalization's,terminalization's,terminalization's,,,
terminalized,terminalized,terminalized,,,
terminalizeds,terminalizeds,terminalizeds,,,
terminalized's,terminalized's,terminalized's,,,
ternize,ternize,ternize,,,
ternizes,ternizes,ternizes,,,
terre,terre,terrae,,,
terrestrialize,terrestrialize,terrestrialize,,,
terrestrializes,terrestrializes,terrestrializes,,,
territorialization,territorialization,territorialization,,,
territorializations,territorializations,territorializations,,,
territorialization's,territorialization's,territorialization's,,,
territorialize,territorialize,territorialize,,,
territorialized,territorialized,territorialized,,,
territorializing,territorializing,territorializing,,,
territorializes,territorializes,territorializes,,,
terrorization,terrorization,terrorization,,,
terrorizations,terrorizations,terrorizations,,,
terrorization's,terrorization's,terrorization's,,,
terrorize,terrorize,terrorize,,,
terrorized,terrorized,terrorized,,,
terrorizing,terrorizing,terrorizing,,,
terrorizes,terrorizes,terrorizes,,,
terrorizer,terrorizer,terrorizer,,,
terrorizers,terrorizers,terrorizers,,,
terrorizer's,terrorizer's,terrorizer's,,,
terts,terts,trets,,,
teste,teste,testae,,,
testimonialization,testimonialization,testimonialization,,,
testimonializations,testimonializations,testimonializations,,,
testimonialization's,testimonialization's,testimonialization's,,,
testimonialize,testimonialize,testimonialize,,,
testimonialized,testimonialized,testimonialized,,,
testimonializing,testimonializing,testimonializing,,,
testimonializes,testimonializes,testimonializes,,,
testimonializer,testimonializer,testimonializer,,,
testimonializers,testimonializers,testimonializers,,,
tetanization,tetanization,tetanization,,,
tetanizations,tetanizations,tetanizations,,,
tetanization's,tetanization's,tetanization's,,,
tetanize,tetanize,tetanize,,,
tetanized,tetanized,tetanized,,,
tetanizing,tetanizing,tetanizing,,,
tetanizes,tetanizes,tetanizes,,,
tetrachlorethylene,tetrachlorethylene,tetrachloroethylene,,,
tetrachlorethylenes,tetrachlorethylenes,tetrachloroethylenes,,,
tetrafluoride,tetrafluoride,tetrafluouride,,,
teutonize,teutonize,teutonize,,,
texturize,texturize,texturize,,,
texturized,texturized,texturized,,,
texturizing,texturizing,texturizing,,,
texturizes,texturizes,texturizes,,,
thalamocele,thalamocele,thalamocoele,,,
thalassemia,thalassemia,thalassaemia,,,
thalassemias,thalassemias,thalassaemias,,,
thalassemic,thalassemic,thalassaemic,,,
theater,theater,theatre,,theatre,
theaters,theaters,theatres,,theatres,
theater's,theater's,theatre's,,theatre's,
theatergoer,theatergoer,theatregoer,,,
theatergoers,theatergoers,theatregoers,,,
theatergoer's,theatergoer's,theatregoer's,,,
theatergoing,theatergoing,theatregoing,,,
theatergoings,theatergoings,theatregoings,,,
theatergoing's,theatergoing's,theatregoing's,,,
theaterless,theaterless,theatreless,,,
theaterlesses,theaterlesses,theatrelesses,,,
theaterlike,theaterlike,theatrelike,,,
theaterlikes,theaterlikes,theatrelikes,,,
theaterlike's,theaterlike's,theatrelike's,,,
theatricalization,theatricalization,theatricalization,,,
theatricalizations,theatricalizations,theatricalizations,,,
theatricalization's,theatricalization's,theatricalization's,,,
theatricalize,theatricalize,theatricalize,,,
theatricalized,theatricalized,theatricalized,,,
theatricalizing,theatricalizing,theatricalizing,,,
theatricalizes,theatricalizes,theatricalizes,,,
theatricize,theatricize,theatricize,,,
theatricized,theatricized,theatricized,,,
theatricizing,theatricizing,theatricizing,,,
theatricizes,theatricizes,theatricizes,,,
theologization,theologization,theologization,,,
theologizations,theologizations,theologizations,,,
